|diff|    p a b ord est
  359759498235   16307643836258404843 1899749453553552907 3879689809741316388 16307643842111845381 16307644201871343616
  247479747170   16874359735626283643 13770263084324493450 3674180351151978812 16874359735138041246 16874359982617788416
  475972738143   12594651089676248603 2973794681292244340 1050535774563019559 12594651085449174111 12594650609476435968
  75720414720   17228022213017263213 13855876354630018852 13691056304783354724 17228022220018035200 17228022295738449920
  37819232865   10875787416951742183 9846052465273006939 3781708048808878396 10875787418128331361 10875787380309098496
  214424121655   9289297873107911023 6939071596830704769 1836518964231178211 9289297868968718647 9289297654544596992
  443049909770   12053748506091322763 5244954988231917033 7819517941209253258 12053748506265198090 12053748063215288320
  145930669720   11619803959378559999 9643968832944894737 10281540257214058663 11619803955011604120 11619803809080934400
  417008714334   15434257718770275503 13631645927464497013 13948485386276973587 15434257718455041442 15434258135463755776
  540046814239   17514737003239397027 15263879386941981924 3917390182729472235 17514737004820272097 17514737544867086336
  119964781077   11336568636512768417 6024431170687629355 10971697555531108579 11336568634218990101 11336568514254209024
  439329317863   12323862219175470767 9957050278234766210 9544323424580873769 12323862225605452775 12323861786276134912
  401200318795   9804140276514006947 918305918937272452 4358133185815390505 9804140274515506869 9804140675715825664
  304117055023   14434596151948104053 13408525392065729490 6933092267530046531 14434596153023922641 14434596457140977664
  474387100156   10273600733539149373 9204360917369514431 4867537462575475656 10273600729326072316 10273600254938972160
  214837879352   13211745125383132609 9179568664370309716 8898054452135652781 13211745128333828664 13211744913495949312
  508930881057   13940402778881358739 9874556758592073425 8686147163526438828 13940402773270263329 13940402264339382272
  552057518578   10500949025624449009 1392603963781029625 4938503668651642243 10500949020691580430 10500949572749099008
  133469995740   18004130041042378853 8283986813733598771 16555037815683014236 18004130036920188196 18004130170390183936
  319173915190   9749249442579939107 3644378823773113372 3049652266359239968 9749249437548449226 9749249756722364416
  126713980192   12572410661505820217 2572592026308771582 6552268552795564002 12572410661067430624 12572410787781410816
  548199397273   15456307188688828621 14942302942646279455 8808771562885992498 15456307193447778407 15456307741647175680
  95134590010   12485952788455252087 3572477155248351173 4180240426631937628 12485952794819910598 12485952889954500608
  43968531351   11165720945298841531 1743774936351009927 10354211041108352967 11165720943940766615 11165720899972235264
  544198631599   13411869773604824351 12623465287700158505 9896962526656037696 13411869779203710801 13411870323402342400
  28797835514   12252637596691318349 10017767715013663864 5579660326296850713 12252637593254225670 12252637622052061184
  239584033000   13667002341778710557 10316441897618696104 10617867909108107833 13667002340607146216 13667002101023113216
  45459766036   17520933343774028803 745547838834935110 17081477178633640741 17520933338349370132 17520933292889604096
  305767768982   16723837631054907097 12352420304287753032 6293458679647444838 16723837634519112810 16723837940286881792
  169698391188   13188258412564061369 7259207617494498523 3829278124037676619 13188258415313417364 13188258245615026176
  343481271705   9690835657637796481 4238657209841577316 2741182459134576912 9690835658992237159 9690836002473508864
  175503851033   12820008542719421291 1032360154033987619 3708407210385122889 12820008536224809447 12820008711728660480
  109686911992   15629544480284210999 613271090550215996 7031798875463547556 15629544485009394696 15629544594696306688
  21713833745   15502897365567980779 6851512813333173417 8901819685453322179 15502897369564761873 15502897347850928128
  357842537912   15705743306181475489 8200104300350250639 8975403342225520621 15705743307366976952 15705742949524439040
  58218017120   13331004483059741713 7054690783412660298 1956745352347261366 13331004483496283808 13331004541714300928
  63634907809   9335547580862567539 2987526968839943391 2085974085023881710 9335547575290274465 9335547511655366656
  12496467330   12287643863063293927 11577545906705598345 4022728053743488859 12287643860760726142 12287643873257193472
  376077121127   17082564233020335307 13751110063861103698 15427451055547877532 17082564227887958425 17082564603965079552
  8178161896   11521663610667744727 1717075908765302169 5164139416608383867 11521663608387066088 11521663600208904192
  37581911881   10145972282428458893 890201184927654921 2567901577319527169 10145972281303529289 10145972243721617408
  90739196579   14541713173027455469 7400503195299112769 7764528708833628772 14541713169681367715 14541713078942171136
  24251441028   16770722240524691137 14323625317945984965 5628129141788618343 16770722239858319236 16770722215606878208
  456119560645   10016737385847999581 2065845015174237713 6740108569652335979 10016737389896521275 10016737846016081920
  131258122289   12358976762019760703 12198995468054859744 5592907178805545673 12358976757874294735 12358976889132417024
  269066322693   17772840474613896131 879274269020756839 11085841594160874775 17772840471972430597 17772840202906107904
  15427230827   9784025123713215047 2217016162954894423 317925325570883782 9784025125912894571 9784025110485663744
  143049374831   12279498546162144053 8745332161634548502 6594178092315908533 12279498548069254033 12279498691118628864
  505433438032   18110423767753527593 16112314702539306457 3238171894760106956 18110423763415611216 18110423257982173184
  302766089214   16792180591699058423 3997219217041028290 4929757411854928414 16792180587300643838 16792180284534554624
  11921731587   10637813464094817389 3547346807812939388 10313303445466486585 10637813469718040573 10637813481639772160
  64403567366   10124216147760318529 2967653938018953642 7576760180987395034 10124216142739246330 10124216207142813696
  482256080852   14611132327908736877 11799418139327874728 2997857864762026455 14611132327329517524 14611131845073436672
  445521916910   17692221367361678789 1611151939764754920 4406938856138809842 17692221365812399122 17692221811334316032
  57268720316   17492947370353071931 9130011987483027822 3608809333547884775 17492947366159101252 17492947423427821568
  427191141900   17807394123946384313 10659949859359752747 10297582161398002650 17807394127641082356 17807394554832224256
  3972403842   10356556208219261639 9993360670764766499 1679475313433545989 10356556212203819650 10356556208231415808
  139191233718   16380789350943664139 6459220475813525346 15232847676182217515 16380789352100375734 16380789212909142016
  427220300149   15272708659387002221 7514222999983417294 7122088133652958280 15272708663797583499 15272709091017883648
  78959882254   15681771479264147783 13447500140234818324 9553698359269956980 15681771475975548942 15681771397015666688
  301695824430   10995468425965815331 10057162830932700241 8627380136812809920 10995468423176712750 10995468121480888320
  68207402294   11358414641490394633 6068253940081464772 7542144204755002242 11358414642579088074 11358414710786490368
  159756928961   16701591675778486703 2728173380787464201 10887667465100330916 16701591681279018945 16701591521522089984
  359924821396   16884758801559080777 4337817325628675501 1917853904425531923 16884758803668472428 16884759163593293824
  204255637272   12500593096995140287 2885027003817103514 11702539550974363753 12500593091533975320 12500592887278338048
  504050469904   16987368294062481097 15266878303184602676 6419274310418821328 16987368291771075600 16987367787720605696
  48861413404   13609513086514180837 6649895528953729577 881933494673201933 13609513084914630684 13609513036053217280
  289446430952   14400780164835751783 9240537710210014977 3968583697269968843 14400780166963529960 14400779877517099008
  102262823   12224038226649086221 7155949327998687899 7926323086938388934 12224038224999716825 12224038225101979648
  326136160576   11309130531605014769 4521352776851410880 2467410640409079257 11309130527719219520 11309130201583058944
  340668132532   10166462401355665523 3800164332733471213 6731905685988044548 10166462401748718412 10166462742416850944
  262943280096   15491901964249708841 3886991358895204571 13238218848132105683 15491901968629888032 15491902231573168128
  53949982236   13912940813764279159 11038201813324890981 523350992774934228 13912940807974066660 13912940861924048896
  310766035757   17388103180980673607 2102474225618279086 2287933851212394435 17388103181395205331 17388103492161241088
  192022488237   10497119067646291853 8068050601085351884 759061609821021373 10497119066260415661 10497118874237927424
  194641512024   12036801099125916019 6034845972145011633 11670160633410243823 12036801095854864808 12036801290496376832
  218367705848   10512273661389426923 1985376262445129209 903154757618755178 10512273661371269880 10512273443003564032
  511309112672   11528747160166348481 1272281409937587474 2430526410440273260 11528747165424149856 11528746654115037184
  131160522563   13698638481320597249 6840710717111612912 7122738602466195831 13698638480249634627 13698638349089112064
  427668771876   18015782361601009529 7370289315522900038 15091236906726567398 18015782366952582108 18015782794621353984
  347605002310   17584632742383090859 14671267472382699808 14164091517910141602 17584632747138181190 17584632399533178880
  7261896435   17802205969980967417 3958837079672968731 6040246548604713642 17802205966722645747 17802205959460749312
  545687835744   10979383924970027773 116166456581713142 2241967557779058455 10979383919701945248 10979384465389780992
  456866088060   18185782228689248203 881715959056057905 3872445047175038554 18185782228572224388 18185782685438312448
  519769652009   14401942583183600323 4170992022669758751 2198287798621712617 14401942581077310249 14401942061307658240
  320048822290   9900140916923111011 5519361221914434756 8685013035396335363 9900140914911381486 9900141234960203776
  180328292706   14115651399340067933 576452836240120650 9636649758995938658 14115651403995636066 14115651223667343360
  386812355131   15924530756251746511 8105710419825425565 2762367777423229595 15924530757101429307 15924530370289074176
  307564330012   18306303153099206753 12828545539211251414 2726325114616150564 18306303145929393124 18306303453493723136
  126037294135   15550417267577050003 5305846501582283481 6160483668872819968 15550417266929073207 15550417140891779072
  141367699174   17201321621363625353 7618755501700901117 12927533581082867820 17201321614001838362 17201321755369537536
  168220452940   13028292672196636909 8792144894679078074 9120458509309678608 13028292666133604428 13028292497913151488
  378376616516   17563344031338864449 14695726108196664402 9314562112205932605 17563344033772796484 17563343655396179968
  192389991150   15143885721943911697 14944891710699352843 13407487294101435411 15143885718271145234 15143885910661136384
  457817015016   10112956563264188819 6534214791201628164 6604957863587736335 10112956566379774696 10112956108562759680
  500550099020   16338539971783849087 15526950641565240405 2903758319208662437 16338539978061750196 16338540478611849216
  138636943616   12166179583552468867 7569333929268300820 4958593787708847324 12166179585588207360 12166179724225150976
  386701010932   9749174272594210819 5461639674897555161 5299501971225699506 9749174277121058804 9749173890420047872
  344967032006   12733782055817939257 6114979730270537491 8905182672920009315 12733782056310615238 12733781711343583232
  502743214609   15848040044842629347 14128403934034363000 6280908965925023266 15848040048111168017 15848039545367953408
  172026403130   15423463306806048617 7504773936751774535 4042981976568496966 15423463302328654138 15423463130302251008
  93381239766   13786368479694743741 7099094754954774216 1441036974532210748 13786368475250598870 13786368381869359104
  236237373583   12373646812278364267 9934240422128795213 11922746819800360699 12373646809507577999 12373646573270204416
  362934523894   14376710102181209633 1141596055077269570 3859656029983787054 14376710105538930698 14376710468473454592
  190149595173   13031465877325838927 2371674311456363021 3661400056091385600 13031465878620508197 13031465688470913024
  25587602224   11108166940737632201 5310526255472664070 9567995743020163815 11108166938228698320 11108166963816300544
  405448782937   11957885642732315747 5150588328665434399 811604599022789208 11957885636987227047 11957886042436009984
  34040586813   10486807623742901767 2651439815005513740 6423993965509800540 10486807620152057283 10486807654192644096
  359514711284   17512894410279053309 4134490784131530069 5395776208909211320 17512894403864222476 17512894763378933760
  443078709532   12117491592441949369 9936225467973178718 3385689480834398649 12117491593402683676 12117491150323974144
  374104210964   11735803764451094777 3197981214501922075 6182313343114513604 11735803759427141140 11735803385322930176
  467108377198   14017821705964061593 10808978384457004946 13109884005989433221 14017821709477596562 14017822176585973760
  152923081284   13668905202079286737 13212456080189734518 7666119511646253461 13668905202727712188 13668905355650793472
  32775592611   10065768333788903303 6277880244624756864 8804060887144681706 10065768335257904477 10065768368033497088
  170835819505   16186964933125775237 11017217085808328023 10282536833811897520 16186964933305713679 16186965104141533184
  327096869413   13108009614263539813 11486333690804821620 440154531642881008 13108009617047036453 13108009289950167040
  81317359992   13811873837436547793 9832656001878589453 8761126652701029566 13811873834416238968 13811873753098878976
  107779859586   17220517138812362719 8055315709341748742 5988203812122200899 17220517137147110530 17220517029367250944
  502946712010   17513391242778925523 10397508979159657238 9383896336631683480 17513391239687976502 17513391742634688512
  325124401829   17716958941352321687 12951425338374392343 10157467902918596272 17716958949060422309 17716958623936020480
  414709274892   15298189595831988809 11458121470124170020 9176825841350725093 15298189588189239564 15298189173479964672
  485493177832   11946470298884486329 5847156862103789177 9484037439898635037 11946470298697989608 11946469813204811776
  263499198284   10414458426254471507 10389719101420383745 9632014548355270348 10414458426074157236 10414458689573355520
  87925699964   12478175031424940531 4996306209662497119 4307076154480365060 12478175032625313148 12478174944699613184
  175798537538   15786114125937282053 716823689828643768 4546173574439366123 15786114126778518850 15786113950979981312
  407076971131   11648251875021007403 2555384682571322911 11259577785938632296 11648251880503353979 11648251473426382848
  179596458468   11084621848705114373 216102725013020351 10082225776554262830 11084621842222646812 11084622021819105280
  362452352405   13580334564284010487 5050202442092505315 584335106142037255 13580334558927650197 13580334196475297792
  100725286265   16721786146298400991 14517641386051409645 4466349014057889502 16721786150864165511 16721786251589451776
  102077519604   11592078422680554833 9470629950998542784 2965752251928962838 11592078421797415180 11592078523874934784
  14823892136   10910546229071238377 10357498086496005732 282869959941367258 10910546226574089048 10910546241397981184
  298783484814   17647495079467297883 7067858970785086269 13916914224622543303 17647495076611500942 17647494777828016128
  283971566017   12550445561943543559 11498257677180533220 1231860292689540856 12550445560021763647 12550445843993329664
  529188701278   10306289261528520017 10168453117280121007 5486916511946045376 10306289264821453918 10306288735632752640
  479330186563   17222582534143680049 1684274664578559113 11615881913148107088 17222582532385655485 17222583011715842048
  226054369092   10808145656578336889 7704444634603372690 5772363219236092310 10808145651022688068 10808145424968318976
  308668612980   11313260754238188469 8231370906657839145 395555868023954908 11313260758100000396 11313261066768613376
  359605432646   17144495339090769101 9259987919858117626 11810552555415864585 17144495336305757882 17144495695911190528
  205856519297   11049359790035166637 5653301642661194065 10884423869228528610 11049359790261220481 11049359584404701184
  154430534051   13149548995466431231 639422086354928216 6759533602516137551 13149548993678078371 13149548839247544320
  323031888314   10318030745094982639 6591218646588594875 1681503794448680956 10318030743337660858 10318030420305772544
  17230186233   14676686912291999471 11907197469153326499 7700932307265319172 14676686910114511111 14676686927344697344
  366646240453   18407485640203498963 1847830465548325101 15609725906207733793 18407485644393569083 18407486011039809536
  470292971648   13782270977644835761 3965816010820634378 7498702172620081781 13782270972325609600 13782270502032637952
  252774925044   18384168414468956009 9240953914582800079 12477447256644492451 18384168415174638860 18384168667949563904
  295176828418   11472687255062799919 2503299992784105496 4924078183084453608 11472687249438078466 11472686954261250048
  235477062034   10848656070097170037 10160571403430930588 653392368720445230 10848656066859159954 10848655831382097920
  394844745906   11051156895535166387 3731398750359248826 4987954362299374739 11051156891071369038 11051157285916114944
  115655876083   16656278562099939773 11128084539774288847 7288143287418902308 16656278563974061555 16656278448318185472
  519155416545   10215354141667497149 5775869387289145871 5174011218317266943 10215354145612955105 10215353626457538560
  238041675264   13616022999343457239 9282117276716352201 12810365313631542816 13616023006359603712 13616023244401278976
  267976777021   12263618712346188991 4870949896836154175 6892047901027237607 12263618712655437117 12263618444678660096
  57057533856   18195593689441805101 4031630578357455729 12109878825147603486 18195593684750491552 18195593627692957696
  308276919050   9564400169774704351 4087077692696685984 2742004456598659910 9564400170137582346 9564399861860663296
  305242461285   13932731271597800357 1168392733582337198 170001540699131560 13932731276954850405 13932730971712389120
  365040773561   11840963239983699953 7493302694025687618 5709931768367849632 11840963241467455929 11840962876426682368
  232201794640   17349784642922684639 14857783047098780422 16760616718507060284 17349784644623414352 17349784412421619712
  147300815047   15227909640737867261 7679620062550725161 4947149759354649513 15227909637044965575 15227909489744150528
  116807551   10361860249986650453 6450485951620168739 7245774541049806127 10361860252206999681 10361860252323807232
  261354744708   10023259892677952461 8582452613465094387 6964545163127422266 10023259887637304444 10023260148992049152
  478420899078   11915565213108371627 4794071860969489527 11578611448378022010 11915565218792183046 11915564740371283968
  25731194112   13230609254587448011 11835183186979002609 4749368465168146671 13230609260224896256 13230609234493702144
  179990102296   17353483353031717651 12743590472478640454 14541359439838840469 17353483349527560472 17353483169537458176
  170830970434   17795067002649155911 3068816014834531999 10880932236287553496 17795067001292570178 17795066830461599744
  340299622715   14263308700749436073 3896026194443628981 7107577264912999466 14263308697908270789 14263309038207893504
  342490586394   11417753494665741329 5314165942326741045 3427860812400665716 11417753496804891930 11417753154314305536
  95478868392   15047592789976387987 4099949736066713165 12460273549096569748 15047592785844901464 15047592881323769856
  477623415470   9898693652230902307 816286668863352955 9248567717418622946 9898693655769838254 9898693178146422784
  550118287600   9519051054234237421 7508763747089287836 286178083919875675 9519051054166382352 9519051604284669952
  443043426529   10983355242415301773 6019516362329763170 9819629124326812620 10983355244921106657 10983354801877680128
  282674190608   11779823715700481251 2745011071261784730 1847169988509711852 11779823715526760720 11779823432852570112
  222104881036   18202317362419966781 7261237473946007903 8155252487528742686 18202317363401688972 18202317141296807936
  510704434802   15848113723785790561 6405325924898840907 1935894281356423152 15848113723351449202 15848113212647014400
  443078913112   16667773187036315921 14774580470300295939 3925704980057062205 16667773185953868888 16667772742874955776
  356981120876   17601725054241275593 5793717559087815255 15420534558506169815 17601725050317463700 17601725407298584576
  194506388596   10405789237029864659 35790238821018541 20191644001055710 10405789234894730356 10405789040388341760
  209524963749   11700920485841816443 2953392265043698117 9312033027168564264 11700920488945072549 11700920279420108800
  176463032408   12624725369221985189 6070628889449941466 9213495226048373327 12624725374567960488 12624725551030992896
  482595373070   10186196292752467349 4182715035616853337 3127014650409593204 10186196294516801522 10186196777112174592
  502731516094   13329737405587148509 12558011230115236830 8357420016114756887 13329737401587586882 13329737904319102976
  268970029705   11589872070767248393 1442819795753610904 7174417079425467632 11589872073008018057 11589871804037988352
  69182823472   14342922547772375699 6511155921351101575 971515506163838085 14342922545334721584 14342922476151898112
  239644075634   12168019444450459873 6400506862660430868 4876035131087956427 12168019446822495858 12168019207178420224
  260565956908   16550664597768981697 13823857818655792873 16414673246795199716 16550664598346204884 16550664858912161792
  326109786476   12003356674879821989 8731608438200800774 904772179699604153 12003356671912472940 12003356345802686464
  484919622994   12929201825230063699 7312559955769637976 2159557111317281508 12929201826075099822 12929202310994722816
  51635350712   18364825012399571551 13938334104115299690 1004074477450562294 18364825011517451448 18364824959882100736
  378917958674   11712504357509040689 2589296671181681298 1747082110806823121 11712504355012398062 11712504733930356736
  106286026384   11428721772281081423 7544902202352373522 119345542202727400 11428721776026972528 11428721882312998912
  420650863755   10743163603342109273 325547142616078370 2115532396198380958 10743163608905993355 10743163188255129600
  178212707046   15218343916016919817 4971582856854856344 450262693742749717 15218343916795206374 15218343738582499328
  195625487065   9382214983494473671 955358493719587800 8914975472539120462 9382214987559204135 9382215183184691200
  369184862004   9223566285994678169 7858453786310829831 313462598960752427 9223566281228030156 9223566650412892160
  416197137928   16061523338015056193 4245844261706899516 5760852779306271215 16061523338237335048 16061522922040197120
  170300033555   13191158924227574743 8378407457486568617 5631844915922062082 13191158927589132819 13191158757289099264
  227105579384   10078734677386711627 4718297834404624742 3303030764706351967 10078734681554280072 10078734908659859456
  394883199938   14797777946988185759 4933273694980315536 13746391500530998278 14797777947051723838 14797778341934923776
  141974075736   12248739712058111113 5668206624023385049 10016998484525278013 12248739711357519528 12248739853331595264
  507475520400   14397739138907876369 1819828174470033073 11541942997790259595 14397739135830190992 14397738628354670592
  183679219176   18057529962806971199 1147856354578529879 13991667843283553506 18057529967937161752 18057530151616380928
  56422200176   9418333102126886783 7295016945512035122 8837860200329069677 9418333097067705200 9418333040645505024
  140598300732   15780472217068920313 10277811316548381752 4048525574865831634 15780472216219561924 15780472356817862656
  474366177699   18240027716479979419 6187613430369538285 730184641907199816 18240027716740091485 18240028191106269184
  190617335853   15936032555925411089 3973865482332392640 10661111531960471471 15936032552044574765 15936032361427238912
  183028845786   13975307176478880301 7545502995952156529 9313387745730548493 13975307177445913382 13975307360474759168
  340241124746   12007876774095331039 2801065692800600723 5292324807542497316 12007876778345598346 12007876438104473600
  418558352224   9791909028331509223 6533440073462725812 8302577239652337961 9791909027415169888 9791908608856817664
  265726395825   16625555631196525049 4074853820940284072 11239163896375171684 16625555628688472655 16625555894414868480
  248909002337   10392014603482852523 7167719138359447479 9125777727727252132 10392014607624566369 10392014358715564032
  462848593497   12899594192552203057 444816087131579054 1572041764501181487 12899594199033377191 12899594661881970688
  533153606776   9631848866206749643 1494370474783386413 4186754409049263069 9631848869512975240 9631849402666582016
  498789237456   13287306147999924431 6145336353984454199 2899341361187505235 13287306152302361904 13287306651091599360
  276605310531   15084160714615220993 5404793958852262921 11964361738809586386 15084160715645654595 15084160439040344064
  459828357389   17554809704043764611 14271137670329710077 4458344035330071155 17554809705969740045 17554809246141382656
  483064777779   10159361475606070967 2000766433816803309 3606574879777616402 10159361479877823539 10159360996813045760
  471084413664   14200920076996593691 7389172375716402174 11564444303218780626 14200920078340214048 14200920549424627712
  97485378551   13187766866107934459 7623643913157137272 4214904630860543295 13187766861402788855 13187766763917410304
  154251926304   13690891347009056087 11157719929572228339 11610268888613734349 13690891344411728672 13690891190159802368
  36093698048   12872145319185277841 879265508701780574 9863449531438179292 12872145318000844800 12872145354094542848
  491474313632   10558895545237512827 177182166447626588 8690614523112298379 10558895543081836128 10558896034556149760
  90327717540   12252390315868638139 11719957054831312235 2803323531910748081 12252390322263529124 12252390231935811584
  265614999576   18254416131340554353 2614568464262087792 10711562789979722474 18254416134652346344 18254416400267345920
  172709102312   10829267968327045007 4150791174636124718 6586331700801137886 10829267970140421400 10829268142849523712
  511682313148   11606712431218514497 4070763819815268772 4100033808371585270 11606712435811318716 11606711924129005568
  48128566292   10047430665757980559 2291419164849031216 175916527878786626 10047430664976882668 10047430713105448960
  76778392080   16360134814756579939 13193531940128825673 14692582362112460272 16360134810202977776 16360134886981369856
  403967800904   10017923521888976233 5575544859836215320 6580851772726074141 10017923523518625352 10017923119550824448
  160578805817   10452311733619688903 7801686703090640571 1086530810376186927 10452311736961605689 10452311576382799872
  506824946419   9755793454067502197 3169701288760377803 6935146813953231638 9755793457244205811 9755792950419259392
  241242604802   17101548526163171797 1247376445801190826 7253612911899283891 17101548530487655166 17101548771730259968
  268801665396   16318242119848423093 253017034690511869 15704713263531920652 16318242125649811084 16318242394451476480
  456035099732   9282399965293778773 5068814464188760061 9109859901780421757 9282399962068458412 9282400418103558144
  149194786972   11118315601906735711 6793692457491042202 3904813890194153663 11118315605335459996 11118315456140673024
  434056523892   12091552138816137179 11885389571802533638 863697675302247153 12091552137456586636 12091552571513110528
  279517084036   14117765311329921793 4155191339518746157 6635750384446670639 14117765305010472572 14117765584527556608
  326612347456   17597331428520198263 1457884172296725244 15999508886339873595 17597331432221644224 17597331758833991680
  43755206817   12444896074109375647 8674168990802626737 6715001329868114764 12444896070016923809 12444896026261716992
  418731909302   17741435263536969269 12480566562925766839 1440819442629317673 17741435271013851318 17741434852281942016
  119319013640   14713710659554836227 2857021360890691941 12721068110130561760 14713710663067784952 14713710782386798592
  430407359960   10257701747645582333 3115830364784216967 5083698706027279495 10257701747208691160 10257701316801331200
  351082857222   16809229660722676909 13301639866297520485 1767985371917218065 16809229662917706502 16809229311834849280
  222277272773   12127137381785729773 6001097996239455993 8939265402814230994 12127137388111725765 12127137165834452992
  442795230084   14480642458878401651 8181410983496898409 11162800591423069355 14480642461805378684 14480642904600608768
  388205039674   16878916741392070177 2107191187007992742 8168977616308405433 16878916747008331834 16878916358803292160
  410821618490   12140377893331079269 6329419288818579207 2724629170390842859 12140377895677750074 12140377484856131584
  62283038066   9828898446659098087 4005172055856330897 6475589801668687987 9828898441321495922 9828898379038457856
  474255760853   14028832066632859657 5556025895473611891 6050257731851605217 14028832060770655701 14028831586514894848
  453126770764   13543325284326642919 8765827281023928087 4863064708049781703 13543325281469214644 13543325734595985408
  475319588552   13541643958771132759 5654275483364138651 6706200749277363851 13541643957125076680 13541643481805488128
  76407888857   10079449663082938609 1156661256979090630 9021045530673599507 10079449667625802713 10079449591217913856
  135615875392   11138082614380408607 10272648785049047980 9632390667307596195 11138082611800705344 11138082476184829952
  444294020610   14219355619279683623 3518887101400176332 5293847110533194448 14219355616593527294 14219356060887547904
  208323707553   13696559380344296107 13534138313405147410 4037329437109189813 13696559380924695201 13696559172600987648
  226196696128   13228006917536574439 347170654734189431 2998752849628443791 13228006916667452480 13228006690470756352
  269006032194   11161557313672749097 10544728934750995689 6119802760563177970 11161557318443879746 11161557049437847552
  343700474048   14298467369029977977 7647291317353286124 5895343429865594808 14298467365718132928 14298467022017658880
  193742775616   10437452971722414283 10130530329422004619 8022689556989440315 10437452969987810624 10437452776245035008
  47354597512   14974745795013793667 4422191234483882612 7040525258733866844 14974745790582501240 14974745837937098752
  415390585972   17553681827803366327 16231681771352922187 4396274240533957670 17553681831332326284 17553682246722912256
  152638321134   11843307978909534697 4326593222909942969 6888633750320657803 11843307982090407442 11843308134728728576
  254696665442   9790035292020903839 7962169106395932117 2290384612151355816 9790035295739752802 9790035041043087360
  290257112978   13429113152935361467 12196965369185278700 4298004757201885616 13429113155006238610 13429112864749125632
  323400012786   14007450159674843621 1528042947563764329 12124683291262228264 14007450160001149966 14007450483401162752
  399039097947   13607064824986692959 5570124280304896645 1470813874402645559 13607064822697258075 13607064423658160128
  109713682399   16513118624142165163 12506635444541532385 5883588043250194113 16513118626133184545 16513118735846866944
  147297635560   17261868705781819151 8752441217896465834 4385661907169680730 17261868709473914088 17261868562176278528
  133638071081   16279159017621409853 452045405517486269 4909435279991913704 16279159020492479703 16279159154130550784
  439019251850   16951505457545289391 14926042726061110012 6232750458510800043 16951505455976687754 16951505016957435904
  276989535948   10935687953662420763 1141731086911752372 8220675512227170050 10935687951268243148 10935687674278707200
  281254498056   17360817724252087219 16333065710527316183 16942629766110179295 17360817730351853816 17360818011606351872
  201668710181   17699253383888033777 2039347601491473838 16089414664287456613 17699253389862653733 17699253188193943552
  317666504224   16983907946067208967 9459038648320474975 16912330537335479285 16983907942294498848 16983907624627994624
  481019924727   11899441986819763711 3138634021364073501 8679638859037850468 11899441982881501431 11899441501861576704
  469161943618   13382452258718152697 4014469245026151800 12956548065373916945 13382452259451511362 13382451790289567744
  399450638421   17560398458302414153 7944094240172131281 15350274390068010203 17560398463196006485 17560398063745368064
  397108505662   15617273644083882509 9174219128251894196 8110355252930329156 15617273647821820866 15617274044930326528
  326836410162   12400949316311851627 1305760163154110966 3841615803232974371 12400949319174727886 12400949646011138048
  198051079982   9957598613325844601 7423136699534530416 7357239872372532234 9957598612143974190 9957598414092894208
  512647011672   18420951213641605987 8324013339603948395 3744154281109091694 18420951217298170536 18420951729945182208
  308294737664   17957731087975376083 5418279994748037760 15989087007947923032 17957731087992774400 17957730779698036736
  251176619078   11403807203470495477 436007295218380614 2803472323085394065 11403807200004213830 11403806948827594752
  481356846678   9862965030343587131 8870040445437646821 7120627146107853378 9862965029158688342 9862964547801841664
  302730030735   10215046067665425617 8762543958196031713 5593609601753470841 10215046065931792015 10215045763201761280
  482173101920   14450334389207664953 13677889930022600270 3138798456546557823 14450334384407861408 14450334866580963328
  202260319140   10529656515726308461 1333635426247403806 5735064231787073858 10529656519578383452 10529656721838702592
  531380751120   10052869464208590163 9733722357645546939 6270608238387344607 10052869465747305712 10052869997128056832
  477935931910   10510399396366763473 2347675799975134315 5116420150027905252 10510399397253901818 10510399875189833728
  520300171446   9506970691917644117 7974140428174998365 8765909109841400421 9506970690818838710 9506970170518667264
  509784935480   13564655753646020237 10679599241265085439 13365555733875608958 13564655750389904328 13564656260174839808
  146234682070   14113048819487073997 3102758737932076650 11858751634475213689 14113048825879079638 14113048679644397568
  366625590727   12728712231054016079 4730453367951212879 12294802274548635002 12728712229853498823 12728711863227908096
  126998108752   16204187977098573247 2780316445128563728 9775163675737370164 16204187981277125200 16204187854279016448
  507183537131   13611921478186924957 12771309280754815024 6618690519818663022 13611921473701583851 13611920966518046720
  402100637458   9562554477357591361 7883475533271603089 2167508462006929770 9562554479248617710 9562554881349255168
  8761187664   14043271462505214751 3443241510165656426 12627789220936163523 14043271463961289392 14043271472722477056
  179789401728   14821272530127996391 10719439995097153179 5938028580389589416 14821272526607839616 14821272706397241344
  236948239589   13150165902828254249 5892760024930823538 1023317659123869246 13150165902218966245 13150165665270726656
  443723945200   13263060660985297061 3610061416070179451 9719319696881974254 13263060664399828208 13263060220675883008
  408539423952   17086593906255367517 12025081238000899294 6277251225481317466 17086593905541454640 17086594314080878592
  238324132445   9702938563616917907 3675712298650934161 4114633595464857790 9702938565284571741 9702938326960439296
  474623168416   16660883829353146213 9967174395306291696 7381885789509322221 16660883827903770720 16660884302526939136
  402850909568   9351488628816021661 2877622520105514192 4418074293801905637 9351488634085772672 9351488231234863104
  135323491316   16537084658620089539 9610993014690940704 3799155195424761845 16537084655474009100 16537084790797500416
  512254833301   16951824468593243249 9015032597549317182 15489812272359289775 16951824462586285419 16951824974841118720
  380494504967   18434635878448030609 14111958662199744620 141991878583553178 18434635871169977337 18434636251664482304
